ics_title,facility_title,standard_title,standard_stage,facility_description,standard_status,is_deleted
11.040,11.040.10,ISO/CD TS 23543,30.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Under development,False
11.040,11.040.25,ISO 7886-4:2018,60.60,"Syringes, needles and catheters",Published,False
11.040,11.040.10,ISO 23747:2007,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 23747:2015,90.93,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 26782:2009,90.93,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 26782:2009/Cor 1:2009,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 26825:2008,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 26825:2020,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 27427:2009,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 27427:2010,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 27427:2013,90.92,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 27427,60.00,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Under development,False
11.040,11.040.10,IEC 60601-1-10:2007,90.93,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,IEC 60601-1-11:2010,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,IEC 60601-1-12:2014,90.93,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,IEC 60601-1-8:2003,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,IEC 60601-1-10:2007/Amd 1:2013,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,IEC 60601-1-11:2010/Cor 1:2011,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,IEC 60601-1-12:2014/Amd 1:2020,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,IEC 60601-1-8:2003/Amd 1:2006,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,IEC 60601-1-10:2007/Amd 2:2020,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,IEC 60601-1-11:2015,90.93,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,IEC 60601-1-8:2006,90.93,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,IEC 60601-2-12:2001,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,IEC 60601-2-13:1998,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,IEC 60601-1-11:2015/Amd 1:2020,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,IEC 60601-1-8:2006/Amd 1:2012,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,IEC 60601-1-8:2006/Amd 2:2020,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,IEC 60601-2-13:2003,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,IEC 60601-2-13:2003/Amd 1:2006,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80369-1:2010,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80369-1:2018,90.92,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO/DIS 80369-1,40.00,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Under development,False
11.040,11.040.10,ISO/FDIS 80369-2,50.00,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Under development,False
11.040,11.040.10,IEC 80601-2-30:2009,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,IEC/CD 80601-2-86.2,30.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Under development,False
11.040,11.040.10,ISO 80601-2-12:2011,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80601-2-13:2011,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.25,ISO 7886-2:2020,60.60,"Syringes, needles and catheters",Published,False
11.040,11.040.10,ISO 80601-2-55:2011,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80601-2-61:2011,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80601-2-67:2014,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80601-2-69:2014,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80601-2-70:2015,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80601-2-72:2015,90.92,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 80601-2-74:2017,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80601-2-79:2018,90.92,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 80601-2-80:2018,90.92,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 80601-2-84:2020,90.92,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 80601-2-85:2021,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 80601-2-87:2021,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,IEC 80601-2-30:2009/Amd 1:2013,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80601-2-12:2011/Cor 1:2011,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.25,ISO 10555-5:1996,95.99,"Syringes, needles and catheters",Withdrawn,False
11.040,11.040.10,ISO 80601-2-13:2011/Amd 1:2015,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80601-2-13:2011/Amd 2:2018,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 80601-2-72,60.00,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Under development,False
11.040,11.040.20,ISO 3826-4:2015,90.93,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Published,False
11.040,11.040.20,ISO 6009:1988,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 6009:1981,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.10,IEC 80601-2-30:2018,90.92,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 80601-2-12:2020,90.92,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 80601-2-13:2022,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 80601-2-61:2017,90.92,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 80601-2-55:2018/DAmd 1,40.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Under development,False
11.040,11.040.10,ISO 81060-1:2007,90.93,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 81060-2:2009,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 81060-2:2009/Cor 1:2011,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 81060-2:2013,95.99,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Withdrawn,False
11.040,11.040.10,ISO 81060-2:2018,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 81060-2:2018/Amd 1:2020,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.10,ISO 81060-3:2022,60.60,"Anaesthetic, respiratory and reanimation equipmentIncluding medical gas installations",Published,False
11.040,11.040.20,ISO/R 595:1967,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO/R 596:1967,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 1135-1:1986,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 1135-1:1987,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 1135-3:1986,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 1135-3:2016,90.93,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Published,False
11.040,11.040.20,ISO 1135-4:1987,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 1135-4:1998,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.25,ISO 8537:1991,95.99,"Syringes, needles and catheters",Withdrawn,False
11.040,11.040.20,ISO 1135-4:2004,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 1135-4:2010,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 1135-4:2012,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 1135-4:2015,90.92,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Published,False
11.040,11.040.20,ISO/CD 1135-4,30.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Under development,False
11.040,11.040.20,ISO 1135-5:2015,90.92,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Published,False
11.040,11.040.25,ISO 10555-1:1995,95.99,"Syringes, needles and catheters",Withdrawn,False
11.040,11.040.20,ISO/CD 1135-5,30.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Under development,False
11.040,11.040.20,ISO 1135:1977,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 3825:1977,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 3826-1:2003,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 3826-1:2013,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 3826-1:2019,60.60,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Published,False
11.040,11.040.20,ISO 3826-1:2019/Amd 1:2023,60.60,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Published,False
11.040,11.040.25,ISO 10555-5:1996/Amd 1:1999,95.99,"Syringes, needles and catheters",Withdrawn,False
11.040,11.040.20,ISO 3826-2:2008,90.93,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Published,False
11.040,11.040.20,ISO 3826-3:2006,90.93,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Published,False
11.040,11.040.20,ISO 3826:1993,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 4822:1981,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.20,ISO 6710:1995,95.99,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Withdrawn,False
11.040,11.040.25,ISO 11040-2:1994,95.99,"Syringes, needles and catheters",Withdrawn,False
11.040,11.040.20,ISO 6710:2017,90.93,"Transfusion, infusion and injection equipmentIncluding blood packs and containers for transfusion",Published,False
